,건축물명,면적,정제도로명주소,정제지번주소,정제WGS84위도,정제WGS84경도
601,입북경로당,166.71,경기도 수원시 권선구 입북로 35-4,경기도 수원시 권선구 입북동 412-13,37.2950035698,126.9590862436
602,웃거리경로당,265.83,경기도 수원시 권선구 서둔로269번길 12,경기도 수원시 권선구 탑동 2-3,37.2752861013,126.9782561126
603,서수원지식정보도서관,4587,경기도 수원시 권선구 탑동로57번길 35,경기도 수원시 권선구 탑동 746-1,37.2730951249,126.9720224909
604,북탑경로당,219.88,경기도 수원시 권선구 서둔로199번길 10,경기도 수원시 권선구 탑동 888-9,37.2692410283,126.9789971089
605,시립탑고을어린이집,823.47,경기도 수원시 권선구 호매실로 12,경기도 수원시 권선구 탑동 900,37.2576448884,126.9719386366
606,수원시기후변화체험교육관,3477.74,경기도 수원시 권선구 호매실로 46-38,경기도 수원시 권선구 탑동 907,37.2578464843,126.9686443333
607,평동경로당,98.98,경기도 수원시 권선구 평동로 95-10,경기도 수원시 권선구 평동 10-44,37.2597712632,126.9944446291
608,매원경로당,81.46,경기도 수원시 영통구 신원로276번길 36,경기도 수원시 영통구 원천동 369,37.2603134707,127.0627033244
609,나촌배수지 테니스장 편익시설(샤워실),30.6,경기도 수원시 영통구 매영로199번길 50,경기도 수원시 영통구 원천동 419-29,37.2620370461,127.0656706744
610,원천먼내경로당,115,경기도 수원시 영통구 동탄원천로1109번길 22,경기도 수원시 영통구 원천동 463-1,37.2695790405,127.0576419439
611,원천배수지,106.77,,경기도 수원시 영통구 원천동 592,37.2752943939,127.0588290286
612,원천동 행정복지센터,2369.25,경기도 수원시 영통구 중부대로 339,경기도 수원시 영통구 원천동 610,37.2735107118,127.0532650861
613,광교중앙공원 화장실,19.34,,경기도 수원시 영통구 이의동 107-4,37.2938459391,127.0600494928
614,수원장애인종합복지관,8386.29,경기도 수원시 영통구 창룡대로 255,경기도 수원시 영통구 이의동 1088-13,37.295573583,127.0360300663
615,열림배수지점검동-저지배수지,20.48,,경기도 수원시 영통구 이의동 1181,37.3091531813,127.0403884875
616,광교웰빙국민체육센터,4680,,경기도 수원시 영통구 이의동 1183-0,37.3050204465,127.0430584554
617,광교홍재도서관,9824.73,경기도 수원시 영통구 대학로 88,경기도 수원시 영통구 이의동 1209,37.3029460087,127.0474265563
618,광교대학로경로당,115.24,경기도 수원시 영통구 대학4로 23,경기도 수원시 영통구 이의동 1246-2,37.2996633859,127.0470174599
619,연암배수지 점검동-저지배수지,25.27,경기도 수원시 영통구 광교로 85,경기도 수원시 영통구 이의동 1291,37.2898978966,127.0416419855
620,연암배수지화장실-저지배수지,50.56,경기도 수원시 영통구 광교로 85,경기도 수원시 영통구 이의동 1291,37.2898978966,127.0416419855
621,수원시광교노인복지관,4700.52,경기도 수원시 영통구 센트럴타운로 22,경기도 수원시 영통구 이의동 1328-1,37.2896946978,127.0567231946
622,근린공원8호 관리동(공중화장실),270.16,경기도 수원시 영통구 에듀타운로 91,경기도 수원시 영통구 이의동 1354,37.2882360218,127.0452583526
623,수원광교박물관,4086.44,경기도 수원시 영통구 광교로 182,경기도 수원시 영통구 이의동 403-2,37.296345035,127.0514263771
624,수원시궁도장,458.4,,경기도 수원시 영통구 이의동 산 251-1,,
625,동부버스차고지 사무동,985.4,경기도 수원시 영통구 광교호수로 250,경기도 수원시 영통구 하동 1007-1,37.2865199541,127.0784245966
626,동부버스차고지 세차관리실,15.25,경기도 수원시 영통구 광교호수로 250,경기도 수원시 영통구 하동 1007-1,37.2865199541,127.0784245966
627,수원컨벤션센터 여행스테이션,36,경기도 수원시 영통구 광교중앙로 140,경기도 수원시 영통구 하동 1017 외 3필지,37.2858741001,127.0594869532
628,광교호수공원 전망대,345,,경기도 수원시 영통구 하동 1024,37.2758846631,127.0662679145
629,광교 푸른숲도서관,4505.89,,경기도 수원시 영통구 하동 1024,37.2758846631,127.0662679145
630,자원순환센터 경비계량동,96,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
631,자원순환센터 관리동(신관),1733.56,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
632,자원순환센터 복지동,720,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
633,수원선경산업관(본관동),231.55,,경기도 수원시 권선구 평동 183,37.2585750386,126.992420993
634,수원선경산업관(관리동)(전시장),71.07,,경기도 수원시 권선구 평동 183,37.2585750386,126.992420993
635,평동 행정복지센터,1164.63,경기도 수원시 권선구 평동로76번길 13,경기도 수원시 권선구 평동 35-6,37.2580574112,126.9941628792
636,평동어린이집,353,경기도 수원시 권선구 평동로79번길 34,경기도 수원시 권선구 평동 4-25,37.2597070115,126.9941744026
637,평동배수펌프장,309.96,경기도 수원시 권선구 매송고색로825번길 20,경기도 수원시 권선구 평동 45-20,37.2557829252,126.9934676528
638,보훈회관,2863,,경기도 수원시 권선구 호매실동 123,37.2671021097,126.9647537098
639,호매실도서관,4930.45,경기도 수원시 권선구 칠보로 169,경기도 수원시 권선구 호매실동 1369,37.2664151547,126.9579148455
640,호매실문화센터,410.05,경기도 수원시 권선구 서수원로 431,경기도 수원시 권선구 호매실동 1378,37.2649212818,126.9624029558
641,호매실장애인복지관,12620.58,경기도 수원시 권선구 호매실로 211,경기도 수원시 권선구 호매실동 1385,37.2631644611,126.956675029
642,수원서부차고지 정비동,163,경기도 수원시 권선구 온정로 107,경기도 수원시 권선구 호매실동 1407,37.2548107963,126.9630950214
643,호매실동 행정복지센터,1771,,경기도 수원시 권선구 호매실동 415-2,37.266099176,126.9568964254
644,두암경로당,161.42,경기도 수원시 권선구 칠보로241번길 11-3,경기도 수원시 권선구 호매실동 79-9,37.2696103094,126.958839358
645,망포2동 행정복지센터,1791,경기도 수원시 영통구 태장로54번길 10,경기도 수원시 영통구 망포동 234-43,37.238854857,127.0516319868
646,방죽공원 화장실,132,경기도 수원시 영통구 덕영대로1484번길 10-25,경기도 수원시 영통구 망포동 737,37.2446953623,127.0514846369
647,망포글빛도서관,2929.14,,경기도 수원시 영통구 망포동 780,37.2387322822,127.0454882583
648,산남경로당,79.56,경기도 수원시 영통구 매봉로35번길 43,경기도 수원시 영통구 매탄동 111-107,37.2717061753,127.0504221248
649,새터경로당,112.26,경기도 수원시 영통구 동수원로286번길 33-3,경기도 수원시 영통구 매탄동 1177,37.2549013482,127.037982388
650,바른샘도서관,2666.07,경기도 수원시 영통구 매봉로 10,경기도 수원시 영통구 매탄동 1213,37.2688561279,127.0523677315
651,수원시 영통구청,5624.88,,경기도 수원시 영통구 매탄동 1268,37.259612704,127.0465469437
652,공원관리소(머내생태공원),12,,경기도 수원시 영통구 매탄동 1318,37.2594045128,127.0489198175
653,선주리들화장실,16.67,경기도 수원시 영통구 동탄원천로915번길 33,경기도 수원시 영통구 매탄동 1345,37.2560423973,127.0439972331
654,가마니골 경로당,183.9,경기도 수원시 영통구 권광로304번길 32,경기도 수원시 영통구 매탄동 168-1,37.2741219694,127.0387221947
655,매탄2동경로당,73.8,경기도 수원시 영통구 매여울로10번길 14-20,경기도 수원시 영통구 매탄동 196-25,37.2716856006,127.0473881583
656,매탄4동 행정복지센터,1983.09,경기도 수원시 영통구 산남로 26-4,경기도 수원시 영통구 매탄동 232-2,37.2651194929,127.0487131687
657,실내배드민턴장(매탄공원),820,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,37.2687315427,127.0456914785
658,솔숲화장실,51.23,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,37.2687315427,127.0456914785
659,하광교경로당(다목적회관),404,경기도 수원시 장안구 광교산로 365,경기도 수원시 장안구 하광교동 107-19,37.3155614379,127.0189900025
660,상수도사업소 통합관리청사,2821.2,경기도 수원시 장안구 광교산로 119,경기도 수원시 장안구 하광교동 416-1,37.3015156198,127.0287560312
661,광교수련원 정신교육관,408,경기도 수원시 장안구 광교산로 349,경기도 수원시 장안구 하광교동 86-3,37.3143290459,127.0196072719
662,광교수련원 창고(교보재),15.9,경기도 수원시 장안구 광교산로 349,경기도 수원시 장안구 하광교동 86-3,37.3143290459,127.0196072719
663,광교임시수련원 공중화장실,40,경기도 수원시 장안구 광교산로 337,경기도 수원시 장안구 하광교동 89-2,37.3131872441,127.0203367986
664,자원순환센터 세차정비동,296,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
665,자원순환센터 옥외저장고,296,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
666,수원시연화장,18111.11,경기도 수원시 영통구 광교호수로 278,경기도 수원시 영통구 하동 20,37.2899205022,127.0841706625
667,수원시 동물보호센터,754.9,경기도 수원시 영통구 광교호수로 234,경기도 수원시 영통구 하동 40-10,37.2850336895,127.0787149165
668,광교2동 행정복지센터,2999.28,경기도 수원시 영통구 법조로149번길 155,경기도 수원시 영통구 하동 976,37.2922409767,127.0701228091
669,로컬푸드직매장(광교 마을공동구판장),916.27,경기도 수원시 장안구 광교산로509번길 13,경기도 수원시 장안구 상광교동 287-2,37.3271604403,127.0141302084
670,수원북부순환로 장안영업소,1431.39,경기도 수원시 장안구 수원북부순환로 188,경기도 수원시 장안구 송죽동 10-6,37.3121009298,127.0082234371
671,만석공원 테니스장 관리사무실,333.32,,경기도 수원시 장안구 송죽동 226-1,37.3032303699,127.0006712329
672,중앙화장실,128.27,경기도 수원시 장안구 정조로 1087,경기도 수원시 장안구 송죽동 239-2,37.3017923784,127.0025472073
673,일왕저수지 수질정화시설,670.21,,경기도 수원시 장안구 송죽동 286-1,37.3015904568,126.9987876837
674,만석배드민턴전용경기장,4597.02,,경기도 수원시 장안구 송죽동 316-29,,
675,송죽동 안심마을 주민행복쉼터,306.64,경기도 수원시 장안구 정조로1041번길 12-3,경기도 수원시 장안구 송죽동 378-7,37.2985967143,127.0057162498
676,슬기샘도서관,2565,경기도 수원시 장안구 송정로 9,경기도 수원시 장안구 송죽동 417-23,37.2975775129,126.9991336554
677,교구정화장실,32.4,,경기도 수원시 장안구 송죽동 434,,
678,연꽃화장실,19.8,,경기도 수원시 장안구 송죽동 434,,
679,송죽동 행정복지센터,1253.93,경기도 수원시 장안구 송원로41번길 16-21,경기도 수원시 장안구 송죽동 502-1,37.3005312797,127.0070576011
680,연무동 행정복지센터,1705.23,경기도 수원시 장안구 경수대로 757,경기도 수원시 장안구 연무동 181-1,37.2905582533,127.0215409972
681,창훈대경로당,75.58,경기도 수원시 장안구 창훈로39번길 4,경기도 수원시 장안구 연무동 214-6,37.2961542655,127.0301368851
682,수성경로당,158,경기도 수원시 장안구 연무로20번길 15,경기도 수원시 장안구 연무동 229-16,37.2946357532,127.0290857694
683,장수경로당,68,경기도 수원시 장안구 월드컵로418번길 31,경기도 수원시 장안구 연무동 237-15,37.2943770303,127.0274965469
684,연무동 문화센터,1038.37,경기도 수원시 장안구 월드컵로 422,경기도 수원시 장안구 연무동 249-5,37.2935882862,127.0263619576
685,동문밖경로당,78,,경기도 수원시 장안구 연무동 252-1,37.2932632003,127.0238924813
686,수원어린이집,659.07,경기도 수원시 장안구 경수대로744번길 49,경기도 수원시 장안구 연무동 257-26,37.2924340452,127.0239999259
687,연무동 신미주아파트경로당,63.81,,경기도 수원시 장안구 연무동 4-20,37.3001316673,127.0307101625
688,달맞이화장실,97.68,,경기도 수원시 장안구 영화동 136-1,37.2888763951,127.0155349099
689,화성열차 임시차고지,200,경기도 수원시 장안구 팔달로 280,경기도 수원시 장안구 영화동 154-14,37.2898591074,127.015859377
690,매탄공원 화장실,512.6,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,37.2687315427,127.0456914785
691,매탄공원 다목적 체육시설,3058.49,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,37.2687315427,127.0456914785
692,산드래미아랫말경로당,90.56,경기도 수원시 영통구 산남로4번길 27,경기도 수원시 영통구 매탄동 861,37.2638574825,127.0486981433
693,매탄어린이집,666.92,경기도 수원시 영통구 인계로220번길 6-69,경기도 수원시 영통구 매탄동 923-21,37.2644131069,127.0408227458
694,행복을만드는집(수원시장애인공동작업장),582.54,,경기도 수원시 영통구 신동 486외 1필지 신동 디지털엠파이어2공장 103동 402호,,
695,반달화장실,81.25,경기도 수원시 영통구 반달로 77,경기도 수원시 영통구 영통동 1012-4,37.250871314,127.0788600935
696,영통동경로당,196.92,경기도 수원시 영통구 매영로 421-7,경기도 수원시 영통구 영통동 1017,37.2491086412,127.0774717063
697,영통체육문화센터,3403.03,경기도 수원시 영통구 봉영로1744번길 36,경기도 수원시 영통구 영통동 1052-3,37.2638814722,127.0845013887
698,영통육아종합지원센터,1321.36,경기도 수원시 영통구 봉영로1759번길 29,경기도 수원시 영통구 영통동 947-5,37.26661576,127.0805656942
699,공원관리소(황골공원),42.29,경기도 수원시 영통구 영통로 530,경기도 수원시 영통구 영통동 948-2,37.2663653791,127.07859337
700,황골공원 화장실,40.14,경기도 수원시 영통구 영통로 530,경기도 수원시 영통구 영통동 948-2,37.2663653791,127.07859337
701,영통도서관,4136,경기도 수원시 영통구 청명로 151,경기도 수원시 영통구 영통동 961-1,37.2571566298,127.0720363605
702,영통 청소년문화의 집,1438.18,경기도 수원시 영통구 매영로 333,경기도 수원시 영통구 영통동 961-7,37.2527490728,127.0696256061
703,곡반정동 제2공영주차장,4996.26,경기도 수원시 권선구 곡선로49번길 14-5,경기도 수원시 권선구 곡반정동 553,37.2395306715,127.0306351549
704,남부 버스공영차고지 조성공사,3355.26,경기도 수원시 권선구 덕영대로1368번길 2,경기도 수원시 권선구 곡반정동 88-12,37.2445922054,127.03871056
705,수원농수산물종합유통센터,43213.61,경기도 수원시 권선구 서부로 1937,경기도 수원시 권선구 구운동 218-1,37.2830135834,126.966696358
706,군들화장실,48.3,,경기도 수원시 권선구 구운동 501,37.278754799,126.9758407765
707,하구운경로당,155.43,경기도 수원시 권선구 구운로45번길 59-46,경기도 수원시 권선구 구운동 524,37.2763347371,126.9728345705
708,구운동 행정복지센터,1452.3,경기도 수원시 권선구 구운로47번길 57-33,경기도 수원시 권선구 구운동 965,37.2771128366,126.9714642745
709,88경로당,86.39,,경기도 수원시 권선구 권선동 1012,37.260741241,127.0262857825
710,인도래화장실(올림픽공원공중화장실),46.34,,경기도 수원시 권선구 권선동 1012,37.260741241,127.0262857825
711,권선경로당,298.73,경기도 수원시 권선구 권선로668번길 35-9,경기도 수원시 권선구 권선동 1033-10,37.2581454382,127.0240917248
712,권선1동 행정복지센터,1997.82,경기도 수원시 권선구 경수대로352번길 29,경기도 수원시 권선구 권선동 1034-5,37.2577418593,127.0246017311
713,장수경로당,117,경기도 수원시 권선구 권중로7번길 18,경기도 수원시 권선구 권선동 1163-7,37.2563188892,127.0339817281
714,고등동 행정복지센터,2988.95,경기도 수원시 팔달구 고등로 37,경기도 수원시 팔달구 고등동 153-1,37.273473763,127.0011319258
715,고등분회 경로당,171.48,경기도 수원시 팔달구 고등로71번길 24-3,경기도 수원시 팔달구 고등동 39,37.2746971277,127.0048235522
716,진달래화장실,33.67,경기도 수원시 팔달구 팔달산로 108,경기도 수원시 팔달구 고등동 42-139,37.2775686729,127.0103883426
717,교동 어울림센터,452.11,경기도 수원시 팔달구 향교로 115,경기도 수원시 팔달구 교동 23-1,37.2719453115,127.012894897
718,가족여성회관,2587.59,경기도 수원시 팔달구 매산로 119,경기도 수원시 팔달구 교동 74-1,37.2717674495,127.013482558
719,중앙도서관,2712.52,경기도 수원시 팔달구 팔달산로 318,경기도 수원시 팔달구 교동 산 3-3,37.2735917508,127.0121398483
720,구천동공구시장고객센터,153.52,경기도 수원시 팔달구 수원천로 211,경기도 수원시 팔달구 구천동 46-27,37.2727324343,127.0180106201
721,남수문,171.75,경기도 수원시 팔달구 수원천로 315-2,경기도 수원시 팔달구 남수동 154,37.2816475223,127.0180891405
722,남수동 마을사랑방,723.07,,경기도 수원시 팔달구 남수동 47-2101호,,
723,제30호문화시설(그림책 뮤지엄),393.44,경기도 수원시 팔달구 행궁로40번길 25-2,경기도 수원시 팔달구 남창동 136-43,37.2784928169,127.0137212783
724,수원호스텔(호스텔식당),130.94,경기도 수원시 팔달구 행궁로 11,경기도 수원시 팔달구 남창동 14,37.2807973662,127.0151841956
725,화성관광안내소,43.35,경기도 수원시 팔달구 정조로777번길 16,경기도 수원시 팔달구 남창동 148-8,37.2775442126,127.0153968207
726,한데우물 경로당,172.5,경기도 수원시 팔달구 행궁로26번길 21,경기도 수원시 팔달구 남창동 57-2,37.2795661396,127.0138835778
727,화성사업소관리과(청사),1520.76,경기도 수원시 팔달구 행궁로 18,경기도 수원시 팔달구 남창동 68-5,37.280867118,127.0146084429
728,영화동경로당,229.38,경기도 수원시 장안구 팔달로291번길 21-20,경기도 수원시 장안구 영화동 161-5,37.2911790796,127.014621177
729,영화동 행정복지센터 및 공영주차장,5821.14,경기도 수원시 장안구 수성로382번길 24,경기도 수원시 장안구 영화동 250-1,37.2931413721,127.0139541952
730,영화동 복합문화공간,251.71,경기도 수원시 장안구 정조로922번길 13,경기도 수원시 장안구 영화동 276-14,37.2904915878,127.0140276511
731,장안공원 종합관광안내소,68.4,경기도 수원시 장안구 팔달로 238,경기도 수원시 장안구 영화동 349-26,37.2875064908,127.0114746707
732,장안공원화장실,65.79,,경기도 수원시 장안구 영화동 349-42,,
733,화홍경로당,206.06,경기도 수원시 장안구 수원천로 407,경기도 수원시 장안구 영화동 37-205,37.2896998549,127.0188049513
734,화서문화장실,40.28,,경기도 수원시 장안구 영화동 374-4,37.2856242289,127.0086105068
735,영화동 다목적회관,528.4,경기도 수원시 장안구 수성로304번길 35-6,경기도 수원시 장안구 영화동 407-2,37.2899396828,127.0069913273
736,영화동 서문경로당,424.1,경기도 수원시 장안구 수성로262번길 77,경기도 수원시 장안구 영화동 422-26,37.2876675534,127.0046821614
737,청개구리화장실(밤밭청개구리공원),63.5,,경기도 수원시 장안구 율전동 124-1,37.3071725768,126.9710050853
738,율전화장실,103.98,경기도 수원시 장안구 서부로 2142,경기도 수원시 장안구 율전동 281-5,37.2992111745,126.9726523837
739,밤밭노인복지관,3304.61,경기도 수원시 장안구 상률로 53,경기도 수원시 장안구 율전동 40-1,37.3063567843,126.9721172618
740,율전경로당,167,경기도 수원시 장안구 서부로2106번길 26-16,경기도 수원시 장안구 율전동 498-11,37.2967916074,126.9717892129
741,해우재 공중화장실,115.35,경기도 수원시 장안구 장안로 463,경기도 수원시 장안구 이목동 184-6,37.3186593053,126.9779000172
742,해우재전시관,421.3,경기도 수원시 장안구 장안로458번길 9,경기도 수원시 장안구 이목동 186-3,37.3192278074,126.9780428055
743,지지대 쉼터화장실,58.32,,경기도 수원시 장안구 이목동 557,37.3262051572,126.9854501895
744,이화경로당,100,경기도 수원시 장안구 장안로478번길 55,경기도 수원시 장안구 이목동 68,37.3207107785,126.975030359
745,SK청솔노인복지관,3583,경기도 수원시 장안구 장안로 174,경기도 수원시 장안구 정자동 286 외 9필지,37.2989849031,126.9972964456
746,만석공원 테마화장실(맹꽁이화장실),100.19,,경기도 수원시 장안구 정자동 295-2,37.3002568916,126.9975358063
747,행복한집(아동복지시설),84.94,경기도 수원시 장안구 정자천로188번길 71-21,경기도 수원시 장안구 정자동 30-1 현대아파트 101동 908호,37.2941055446,126.9987505064
748,정자2동 행정복지센터,1375.6,경기도 수원시 장안구 송정로24번길 34,경기도 수원시 장안구 정자동 32-7,37.2950772063,127.0004477336
749,기로경로당,405,경기도 수원시 장안구 수성로245번길 68,경기도 수원시 장안구 정자동 43-4,37.2922886374,126.9975440841
750,수원시자원봉사센터,1076.63,경기도 수원시 장안구 영화로71번길 2,경기도 수원시 장안구 정자동 68-18,37.2930377452,127.0063393018
751,정자1동 동대본부 창고,27,경기도 수원시 장안구 정자로130번길 20,경기도 수원시 장안구 정자동 840-96,37.3022042537,126.991294671
752,정자1동경로당,451,경기도 수원시 장안구 정자로130번길 20,경기도 수원시 장안구 정자동 840-96,37.3022042537,126.991294671
753,권선어린이공원공중화장실,12,경기도 수원시 권선구 경수대로302번길 29,경기도 수원시 권선구 권선동 1185-2,37.2536222956,127.0223159483
754,권선 청소년 수련관,3191.5,경기도 수원시 권선구 덕영대로1201번길 42,경기도 수원시 권선구 권선동 1190,37.2511472914,127.0232674875
755,권선지명유래비 옆 전통정자,15.22,,경기도 수원시 권선구 권선동 1234-2,37.2518772852,127.0319176483
756,권선동 커뮤니티센터,235.28,경기도 수원시 권선구 권중로50번길 5,경기도 수원시 권선구 권선동 1252,37.2529817793,127.03120575
757,공원관리소(권선중앙공원),12,,경기도 수원시 권선구 권선동 1269,37.2518611712,127.0304797417
758,도토리화장실,11.57,,경기도 수원시 권선구 권선동 1269,37.2518611712,127.0304797417
759,수원사랑어린이집,503.28,경기도 수원시 권선구 세권로304번길 30-20,경기도 수원시 권선구 권선동 1293-2,37.251384498,127.0353201495
760,매산동 어울림센터,552.42,경기도 수원시 팔달구 매산로 13-4,경기도 수원시 팔달구 매산로1가 47-3,37.2676042472,127.0029300981
761,도시재생거점공간(모두다 지원센터),1389.23,경기도 수원시 팔달구 갓매산로25번길 60-8,경기도 수원시 팔달구 매산로2가 80-4,37.2670231822,127.0040843169
762,성인정신건강복지센터,2603.85,경기도 수원시 팔달구 매산로 89,경기도 수원시 팔달구 매산로3가 43-1,37.2704759309,127.0106824112
763,매산동 커뮤니티센터,430.72,경기도 수원시 팔달구 세류로83번길 36-11,경기도 수원시 팔달구 매산로3가 84-1,37.2676110258,127.0088738305
764,무형문화재전수회관,826.47,경기도 수원시 팔달구 수원천로 372,경기도 수원시 팔달구 매향동 117-1,37.2866953191,127.0180907954
765,남향동경로당,216.12,경기도 수원시 팔달구 창룡대로 43,경기도 수원시 팔달구 매향동 122-47,37.2829113694,127.0207771939
766,행궁동 환경관리원 쉼터,110,경기도 수원시 팔달구 창룡대로41번길 22,경기도 수원시 팔달구 매향동 20-2 외 5필지,37.2838249103,127.0193274408
767,연무대매표소,41.57,,경기도 수원시 팔달구 매향동 3-32연무정 c동,37.2878463565,127.024096516
768,팔달문화센터,1548.86,경기도 수원시 팔달구 수원천로 336,경기도 수원시 팔달구 매향동 91-1,37.2835698227,127.01866349
769,정자1동 행정복지센터 별관(경로당),2004.37,경기도 수원시 장안구 정자로130번길 20,경기도 수원시 장안구 정자동 840-96,37.3022042537,126.991294671
770,북수원도서관,4480.21,경기도 수원시 장안구 만석로 65,경기도 수원시 장안구 정자동 869-1,37.2976666278,126.9883578043
771,수롱이화장실(정자공원),116.2,경기도 수원시 장안구 만석로 65,경기도 수원시 장안구 정자동 869-1,37.2976666278,126.9883578043
772,정자공원 관리사무소,4596.47,경기도 수원시 장안구 만석로 65,경기도 수원시 장안구 정자동 869-1,37.2976666278,126.9883578043
773,정자3동 행정복지센터(신축청사),1688.79,경기도 수원시 장안구 대평로 85,경기도 수원시 장안구 정자동 879-4 5,37.2956927353,126.9925796203
774,천천화장실(천천3공원),117.7,경기도 수원시 장안구 정자천로 82,경기도 수원시 장안구 정자동 925,37.2912394986,126.9862238989
775,수원시 복합문화공간 111CM,3449.92,,경기도 수원시 장안구 정자동 948,37.2903491272,126.9887683807
776,대추골도서관,2692,경기도 수원시 장안구 수일로 164,경기도 수원시 장안구 조원동 198-14,37.3066018212,127.0080674188
777,조원1동 행정복지센터,1335.61,경기도 수원시 장안구 금당로 56,경기도 수원시 장안구 조원동 735,37.3017871266,127.0165050771
778,조원경로당,91,경기도 수원시 장안구 조원로111번길 33-23,경기도 수원시 장안구 조원동 758-4,37.3001549202,127.0141347332
779,수원시체육회관,6173.22,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,37.2982494608,127.0089116361
780,통합주차관제실,67,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,37.2982494608,127.0089116361
781,조원동 송원경로당,199.53,경기도 수원시 장안구 송정로138번길 7-9,경기도 수원시 장안구 조원동 778-13,37.2966603755,127.0126340255
782,수원시 장안구청,15188.31,경기도 수원시 장안구 송원로 101,경기도 수원시 장안구 조원동 888,37.3040061471,127.0103185495
783,장안구보건소,4287.8,경기도 수원시 장안구 송원로 101,경기도 수원시 장안구 조원동 888,37.3040061471,127.0103185495
784,점터경로당,67.34,경기도 수원시 장안구 정자천로13번길 19-6,경기도 수원시 장안구 천천동 361-2 201호,37.2897533661,126.9782464845
785,천천청소년문화의집,2057.66,경기도 수원시 장안구 정자로42번길 42,경기도 수원시 장안구 천천동 511-3,37.2988289906,126.9820426419
786,노동자종합복지관,4715.64,경기도 수원시 장안구 덕영대로 559,경기도 수원시 장안구 천천동 522,37.2949623997,126.9821255667
787,수원시립노인전문요양원,4762.56,경기도 수원시 장안구 수일로 33,경기도 수원시 장안구 파장동 199-2,37.3126501987,126.9952418357
788,파장동 행정복지센터,1995.5,경기도 수원시 장안구 파장천로 60,경기도 수원시 장안구 파장동 381,37.3103158829,126.9974241401
789,파장경로당,282,경기도 수원시 장안구 파장천로 51,경기도 수원시 장안구 파장동 507-9,37.3099867393,126.9963317018
790,수원시 지역자율방재단 사무실,315.24,경기도 수원시 장안구 이목로 76,경기도 수원시 장안구 파장동 555-12,37.311471721,126.9894830504
791,세일공영 주차장,1987.02,경기도 수원시 장안구 이목로74번길 42,경기도 수원시 장안구 파장동 561,37.3100078045,126.9907229962
792,파장동 방범기동순찰대 사무소,26.1,경기도 수원시 장안구 경수대로1073번길 11,경기도 수원시 장안구 파장동 584-6,37.3083937545,126.9947963379
793,주차장(영통공영주차장),10809.44,경기도 수원시 영통구 봉영로 1598,경기도 수원시 영통구 영통동 995-3,37.2533145737,127.073952531
794,HAPPY 해누리작업장(팩토리월드 내),381.19,경기도 수원시 영통구 삼성로 274,경기도 수원시 영통구 원천동 332-2수원팩토리월드 102호,37.2655925945,127.0643194229
795,세류1동 행정복지센터,307.46,경기도 수원시 권선구 세류로38번길 10,경기도 수원시 권선구 세류동 223-2,37.2621899095,127.0079729847
796,공신경로당,147.2,경기도 수원시 권선구 세류로11번길 6-1,경기도 수원시 권선구 세류동 249-12,37.2623034551,127.0049385386
797,유천경로당,182.9,경기도 수원시 권선구 권선로544번길 20,경기도 수원시 권선구 세류동 344-13,37.2622365754,127.0105327223
798,버드내경로당,113.89,경기도 수원시 권선구 수원천로 24,경기도 수원시 권선구 세류동 463-1,37.2573471817,127.0096058165
799,버드내공중화장실,45.64,경기도 수원시 권선구 권선로564번길 36,경기도 수원시 권선구 세류동 483,37.2611251141,127.0120511065
800,버드내노인복지관,7114.89,경기도 수원시 권선구 권선로564번길 36,경기도 수원시 권선구 세류동 483,37.2611251141,127.0120511065
801,행복경로당,199.4,경기도 수원시 권선구 세권로94번길 36-17,경기도 수원시 권선구 세류동 512-19,37.2564353751,127.0136375628
802,버드내어린이집,265.17,경기도 수원시 권선구 정조로 511,경기도 수원시 권선구 세류동 544-5,37.2548110522,127.0110092789
803,생활체육시설(게이트볼장),491,경기도 수원시 권선구 새터로47번길 86,경기도 수원시 권선구 세류동 638-1,37.2507353627,127.0084985194
804,골목상권 교류센터,445.37,경기도 수원시 권선구 덕영대로1126번길 52,경기도 수원시 권선구 세류동 975-13,37.2498976488,127.0130030352
805,미생물 배양실 배수시설,10,,경기도 수원시 권선구 오목천동 1111,37.2474309025,126.9597593232
806,오목천동장애인주간보호시설,697.97,경기도 수원시 권선구 서수원로 124,경기도 수원시 권선구 오목천동 197,37.2388792366,126.9722499597
807,농업기술센터청사,2409.23,경기도 수원시 권선구 온정로 45,경기도 수원시 권선구 오목천동 40,37.2501147879,126.9631508961
